Processed Card Product,Processed Card Scheme,Transaction amount,Rate percent,Rate amount
MK_Credit,Masterkard,220.13,1.5,3.3
Carte_Rouge_Magnifique,Carte Rouge,174.13,0.3,0.5
Viza_Credit,VIZA,38.86,1.3,0.5
VIZA_Debit,VIZA,168.42,0.6,1.0
VIZA_Debit,VIZA,179.41,0.8,1.4
VIZA_Debit,VIZA,160.05,0.6,1.0
CP_Credit,ChinaPay,507.18,1.4,7.1
CP_Debit,ChinaPay,360.35,0.6,2.2
MK_Credit,Masterkard,160.38,1.4,2.2
Viza_Credit,VIZA,312.02,0.6,1.9
Viza_Credit,VIZA,16.35,0.6,0.1
Carte_Rouge_Magnifique,Carte Rouge,70.35,0.3,0.2
MK_Debit,Masterkard,59.84,0.4,0.2
Viza_Super,VIZA,492.78,2.3,11.3
Mastro,Masterkard,640.63,0.2,1.3
VIZA_Debit,VIZA,50.03,0.8,0.4
Viza_Super,VIZA,131.97,2.0,2.6
Mastro,Masterkard,295.79,0.2,0.6
Viza_Credit,VIZA,325.22,1.3,4.2
Viza_Pay,VIZA,130.64,0.2,0.3
MK_Debit,Masterkard,113.04,0.4,0.5
Viza_Super,VIZA,359.25,2.3,8.3
Mastro,Masterkard,11.99,0.2,0.0
Viza_Pay,VIZA,173.18,0.2,0.3
Carte_Rouge_Magnifique,Carte Rouge,2.16,0.3,0.0
CP_QR,ChinaPay,89.02,2.0,1.8
MK_Debit,Masterkard,534.63,0.5,2.7
VIZA_Debit,VIZA,409.9,0.8,3.3
Viza_Credit,VIZA,276.58,0.6,1.7
CP_Debit,ChinaPay,420.69,0.45,1.9
Mastro,Masterkard,248.23,0.2,0.5
CP_Credit,ChinaPay,160.83,1.4,2.3
Carte_Rouge_Magnifique,Carte Rouge,289.74,0.3,0.9
Viza_Pay,VIZA,209.79,0.2,0.4
CP_QR,ChinaPay,177.94,2.0,3.6
CP_Credit,ChinaPay,174.08,1.4,2.4
Mastro,Masterkard,435.78,0.2,0.9
CP_Debit,ChinaPay,380.44,0.6,2.3
CP_Credit,ChinaPay,259.88,1.4,3.6
Viza_Super,VIZA,142.13,2.0,2.8
VIZA_Debit,VIZA,571.26,0.8,4.6
Mastro,Masterkard,310.54,0.2,0.6
MK_Debit,Masterkard,128.97,0.5,0.6
Viza_Pay,VIZA,424.88,0.2,0.8
Viza_Pay,VIZA,142.23,0.2,0.3
MK_Credit,Masterkard,393.85,1.5,5.9
Carte_Rouge_Unique,Carte Rouge,108.07,0.9,1.0
Carte_Rouge_Unique,Carte Rouge,169.27,0.9,1.5
Viza_Pay,VIZA,561.16,0.2,1.1
MK_Credit,Masterkard,63.84,1.2,0.8
Viza_Credit,VIZA,78.37,1.3,1.0
MK_Debit,Masterkard,159.48,0.4,0.6
Viza_Credit,VIZA,41.18,1.3,0.5
VIZA_Debit,VIZA,498.04,0.6,3.0
Carte_Rouge_Magnifique,Carte Rouge,115.17,0.3,0.3
Viza_Super,VIZA,104.86,2.0,2.1
CP_Credit,ChinaPay,290.92,1.4,4.1
Viza_Pay,VIZA,20.34,0.2,0.0
MK_Student,Masterkard,216.76,0.6,1.3
MK_Debit,Masterkard,131.78,0.5,0.7
Viza_Pay,VIZA,405.5,0.2,0.8
MK_Credit,Masterkard,547.39,1.2,6.6
MK_Debit,Masterkard,59.71,0.4,0.2
MK_Student,Masterkard,69.67,0.6,0.4
MK_Debit,Masterkard,0.95,0.5,0.0
MK_Debit,Masterkard,77.25,0.4,0.3
CP_Debit,ChinaPay,437.89,0.45,2.0
MK_Debit,Masterkard,21.64,0.5,0.1
CP_Credit,ChinaPay,129.2,1.4,1.8
Viza_Credit,VIZA,274.39,1.3,3.6
Viza_Super,VIZA,492.66,2.3,11.3
CP_Debit,ChinaPay,113.68,0.45,0.5
Carte_Rouge_Unique,Carte Rouge,63.31,0.9,0.6
Carte_Rouge_Magnifique,Carte Rouge,388.72,0.3,1.2
Carte_Rouge_Magnifique,Carte Rouge,47.21,0.3,0.1
Mastro,Masterkard,471.71,0.2,0.9
CP_Credit,ChinaPay,73.77,1.2,0.9
CP_QR,ChinaPay,77.64,2.0,1.6
Carte_Rouge_Unique,Carte Rouge,30.14,0.9,0.3
CP_Credit,ChinaPay,82.01,1.2,1.0
Viza_Super,VIZA,14.73,2.3,0.3
Mastro,Masterkard,150.6,0.2,0.3
VIZA_Debit,VIZA,204.99,0.8,1.6
CP_Debit,ChinaPay,341.97,0.45,1.5
CP_Debit,ChinaPay,25.87,0.6,0.2
VIZA_Debit,VIZA,535.21,0.6,3.2
CP_Debit,ChinaPay,85.77,0.45,0.4
Viza_Super,VIZA,130.53,2.3,3.0
CP_QR,ChinaPay,376.31,2.0,7.5
Carte_Rouge_Unique,Carte Rouge,63.72,0.9,0.6
Viza_Super,VIZA,457.88,2.0,9.2
Carte_Rouge_Unique,Carte Rouge,246.02,0.9,2.2
MK_Credit,Masterkard,181.62,1.5,2.7
Carte_Rouge_Magnifique,Carte Rouge,210.34,0.3,0.6
CP_Debit,ChinaPay,321.52,0.6,1.9
MK_Debit,Masterkard,367.44,0.4,1.5
CP_Credit,ChinaPay,50.0,1.4,0.7
Viza_Super,VIZA,1.6,2.0,0.0
Viza_Super,VIZA,25.06,2.0,0.5
MK_Debit,Masterkard,199.21,0.4,0.8
MK_Debit,Masterkard,138.02,0.5,0.7
Viza_Pay,VIZA,383.82,0.2,0.8
MK_Credit,Masterkard,94.88,1.4,1.3
MK_Debit,Masterkard,516.51,0.5,2.6
CP_QR,ChinaPay,215.08,2.0,4.3
Viza_Pay,VIZA,456.36,0.2,0.9
CP_Debit,ChinaPay,274.14,0.6,1.6
Viza_Pay,VIZA,161.95,0.2,0.3
CP_QR,ChinaPay,70.11,2.0,1.4
CP_Debit,ChinaPay,312.7,0.6,1.9
CP_Debit,ChinaPay,263.2,0.6,1.6
Viza_Pay,VIZA,367.09,0.2,0.7
Mastro,Masterkard,67.43,0.2,0.1
CP_Debit,ChinaPay,100.3,0.6,0.6
Mastro,Masterkard,158.48,0.2,0.3
MK_Debit,Masterkard,174.64,0.5,0.9
CP_QR,ChinaPay,79.18,2.0,1.6
CP_Debit,ChinaPay,290.64,0.6,1.7
Viza_Pay,VIZA,48.14,0.2,0.1
Mastro,Masterkard,3.75,0.2,0.0
Carte_Rouge_Unique,Carte Rouge,122.47,0.9,1.1
Viza_Pay,VIZA,114.09,0.2,0.2
MK_Debit,Masterkard,100.92,0.5,0.5
Carte_Rouge_Magnifique,Carte Rouge,478.71,0.3,1.4
Viza_Credit,VIZA,290.65,0.9,2.6
Carte_Rouge_Unique,Carte Rouge,273.46,0.9,2.5
Viza_Credit,VIZA,653.13,1.3,8.5
Viza_Credit,VIZA,462.23,1.3,6.0
CP_QR,ChinaPay,57.42,2.0,1.1
Mastro,Masterkard,43.92,0.2,0.1
Viza_Credit,VIZA,35.73,0.9,0.3
VIZA_Debit,VIZA,385.71,0.6,2.3
Carte_Rouge_Magnifique,Carte Rouge,90.98,0.3,0.3
MK_Debit,Masterkard,385.07,0.5,1.9
CP_QR,ChinaPay,175.92,2.0,3.5
MK_Debit,Masterkard,128.58,0.4,0.5
MK_Debit,Masterkard,193.29,0.5,1.0
Carte_Rouge_Unique,Carte Rouge,510.76,0.9,4.6
CP_Credit,ChinaPay,194.22,1.2,2.3
Carte_Rouge_Magnifique,Carte Rouge,150.11,0.3,0.5
Carte_Rouge_Magnifique,Carte Rouge,267.45,0.3,0.8
CP_Debit,ChinaPay,184.99,0.6,1.1
MK_Student,Masterkard,310.89,0.8,2.5
CP_QR,ChinaPay,206.13,2.0,4.1
CP_Debit,ChinaPay,425.53,0.6,2.6
MK_Credit,Masterkard,261.79,1.2,3.1
CP_Credit,ChinaPay,13.29,1.4,0.2
Viza_Pay,VIZA,10.4,0.2,0.0
CP_QR,ChinaPay,11.72,2.0,0.2
Viza_Credit,VIZA,57.73,0.6,0.3
CP_Credit,ChinaPay,130.99,1.2,1.6
Viza_Super,VIZA,176.77,2.0,3.5
VIZA_Debit,VIZA,155.82,0.6,0.9
Viza_Super,VIZA,276.39,2.3,6.4
Viza_Super,VIZA,16.94,2.0,0.3
MK_Student,Masterkard,453.49,0.8,3.6
Mastro,Masterkard,246.18,0.2,0.5
Viza_Super,VIZA,199.16,2.0,4.0
CP_Debit,ChinaPay,377.92,0.6,2.3
VIZA_Debit,VIZA,99.41,0.6,0.6
Viza_Credit,VIZA,121.67,1.3,1.6
CP_QR,ChinaPay,146.8,2.0,2.9
VIZA_Debit,VIZA,177.93,0.6,1.1
Viza_Credit,VIZA,72.78,1.3,0.9
CP_Debit,ChinaPay,218.99,0.45,1.0
Viza_Credit,VIZA,117.34,1.3,1.5
MK_Debit,Masterkard,445.1,0.5,2.2
CP_Debit,ChinaPay,199.83,0.6,1.2
Carte_Rouge_Magnifique,Carte Rouge,21.25,0.3,0.1
Viza_Pay,VIZA,195.68,0.2,0.4
Carte_Rouge_Magnifique,Carte Rouge,817.6,0.3,2.5
Mastro,Masterkard,49.41,0.2,0.1
CP_QR,ChinaPay,280.13,2.0,5.6
Mastro,Masterkard,61.78,0.2,0.1
CP_QR,ChinaPay,193.37,2.0,3.9
MK_Debit,Masterkard,325.97,0.4,1.3
Viza_Credit,VIZA,46.31,1.3,0.6
CP_Debit,ChinaPay,228.11,0.6,1.4
MK_Student,Masterkard,491.02,0.6,2.9
Viza_Pay,VIZA,367.17,0.2,0.7
Viza_Super,VIZA,23.63,2.0,0.5
Viza_Super,VIZA,0.48,2.3,0.0
Mastro,Masterkard,127.58,0.2,0.3
CP_Debit,ChinaPay,6.27,0.45,0.0
CP_Credit,ChinaPay,85.63,1.2,1.0
VIZA_Debit,VIZA,175.55,0.8,1.4
CP_QR,ChinaPay,326.93,2.0,6.5
MK_Student,Masterkard,248.21,0.8,2.0
Carte_Rouge_Magnifique,Carte Rouge,253.18,0.3,0.8
VIZA_Debit,VIZA,208.66,0.8,1.7
MK_Debit,Masterkard,232.92,0.5,1.2
MK_Student,Masterkard,287.76,0.8,2.3
MK_Student,Masterkard,38.14,0.6,0.2
Viza_Pay,VIZA,234.29,0.2,0.5
CP_QR,ChinaPay,101.5,2.0,2.0
Viza_Super,VIZA,79.59,2.3,1.8
MK_Student,Masterkard,150.72,0.6,0.9
Mastro,Masterkard,172.87,0.2,0.3
Carte_Rouge_Magnifique,Carte Rouge,146.31,0.3,0.4
CP_QR,ChinaPay,123.9,2.0,2.5
MK_Debit,Masterkard,224.37,0.4,0.9
CP_Credit,ChinaPay,5.73,1.4,0.1
MK_Credit,Masterkard,111.56,1.5,1.7
Viza_Super,VIZA,230.57,2.0,4.6
Mastro,Masterkard,57.94,0.2,0.1
CP_QR,ChinaPay,53.91,2.0,1.1
CP_QR,ChinaPay,30.55,2.0,0.6
Carte_Rouge_Magnifique,Carte Rouge,6.31,0.3,0.0
Mastro,Masterkard,371.82,0.2,0.7
CP_Credit,ChinaPay,121.3,1.4,1.7
Carte_Rouge_Unique,Carte Rouge,9.84,0.9,0.1
Viza_Pay,VIZA,256.67,0.2,0.5
MK_Debit,Masterkard,269.35,0.5,1.3
Viza_Pay,VIZA,64.84,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,505.69,0.3,1.5
Carte_Rouge_Unique,Carte Rouge,32.57,0.9,0.3
CP_QR,ChinaPay,644.26,2.0,12.9
Mastro,Masterkard,106.21,0.2,0.2
Viza_Super,VIZA,254.92,2.3,5.9
Viza_Pay,VIZA,413.99,0.2,0.8
Carte_Rouge_Unique,Carte Rouge,5.24,0.9,0.0
MK_Student,Masterkard,196.06,0.6,1.2
CP_QR,ChinaPay,312.01,2.0,6.2
CP_Credit,ChinaPay,150.59,1.2,1.8
MK_Credit,Masterkard,39.84,1.2,0.5
MK_Debit,Masterkard,390.08,0.5,2.0
Viza_Pay,VIZA,86.18,0.2,0.2
MK_Debit,Masterkard,295.15,0.5,1.5
MK_Student,Masterkard,356.03,0.8,2.8
Mastro,Masterkard,236.09,0.2,0.5
Carte_Rouge_Magnifique,Carte Rouge,21.59,0.3,0.1
MK_Credit,Masterkard,458.34,1.5,6.9
MK_Student,Masterkard,128.02,0.6,0.8
Viza_Pay,VIZA,56.44,0.2,0.1
Mastro,Masterkard,218.62,0.2,0.4
MK_Credit,Masterkard,209.47,1.4,2.9
MK_Credit,Masterkard,69.79,1.4,1.0
Carte_Rouge_Unique,Carte Rouge,43.45,0.9,0.4
Carte_Rouge_Magnifique,Carte Rouge,136.89,0.3,0.4
VIZA_Debit,VIZA,87.63,0.6,0.5
Viza_Super,VIZA,149.02,2.0,3.0
Mastro,Masterkard,17.87,0.2,0.0
Viza_Super,VIZA,23.62,2.3,0.5
Viza_Super,VIZA,111.49,2.3,2.6
CP_QR,ChinaPay,328.89,2.0,6.6
CP_Credit,ChinaPay,244.18,1.2,2.9
Viza_Credit,VIZA,57.74,0.6,0.3
MK_Credit,Masterkard,200.85,1.5,3.0
CP_Credit,ChinaPay,347.44,1.4,4.9
MK_Student,Masterkard,75.47,0.8,0.6
Carte_Rouge_Magnifique,Carte Rouge,310.43,0.3,0.9
Mastro,Masterkard,29.9,0.2,0.1
MK_Student,Masterkard,27.57,0.6,0.2
Carte_Rouge_Magnifique,Carte Rouge,158.66,0.3,0.5
CP_Credit,ChinaPay,126.26,1.4,1.8
CP_QR,ChinaPay,75.38,2.0,1.5
Viza_Credit,VIZA,234.55,1.3,3.0
VIZA_Debit,VIZA,375.26,0.8,3.0
Viza_Super,VIZA,140.6,2.3,3.2
MK_Debit,Masterkard,135.03,0.4,0.5
CP_Credit,ChinaPay,378.63,1.2,4.5
Viza_Pay,VIZA,136.61,0.2,0.3
VIZA_Debit,VIZA,38.85,0.6,0.2
MK_Student,Masterkard,394.23,0.6,2.4
MK_Student,Masterkard,403.83,0.8,3.2
Viza_Pay,VIZA,56.33,0.2,0.1
MK_Debit,Masterkard,199.42,0.5,1.0
Mastro,Masterkard,274.47,0.2,0.5
CP_QR,ChinaPay,55.05,2.0,1.1
Carte_Rouge_Unique,Carte Rouge,292.8,0.9,2.6
Viza_Super,VIZA,94.19,2.3,2.2
Viza_Pay,VIZA,252.59,0.2,0.5
Viza_Credit,VIZA,302.0,0.6,1.8
Mastro,Masterkard,271.52,0.2,0.5
VIZA_Debit,VIZA,84.99,0.6,0.5
Mastro,Masterkard,289.71,0.2,0.6
Viza_Super,VIZA,132.22,2.0,2.6
Viza_Pay,VIZA,102.82,0.2,0.2
Viza_Credit,VIZA,365.08,0.6,2.2
CP_QR,ChinaPay,223.29,2.0,4.5
MK_Credit,Masterkard,262.07,1.4,3.7
Viza_Pay,VIZA,361.11,0.2,0.7
Viza_Credit,VIZA,192.2,1.3,2.5
Carte_Rouge_Magnifique,Carte Rouge,547.66,0.3,1.6
Carte_Rouge_Magnifique,Carte Rouge,366.55,0.3,1.1
VIZA_Debit,VIZA,155.25,0.6,0.9
CP_QR,ChinaPay,191.71,2.0,3.8
Viza_Credit,VIZA,164.26,0.9,1.5
VIZA_Debit,VIZA,366.38,0.8,2.9
CP_Credit,ChinaPay,452.9,1.4,6.3
MK_Debit,Masterkard,502.98,0.5,2.5
Viza_Pay,VIZA,196.36,0.2,0.4
MK_Student,Masterkard,81.67,0.6,0.5
Viza_Pay,VIZA,22.11,0.2,0.0
CP_Credit,ChinaPay,73.9,1.2,0.9
Carte_Rouge_Magnifique,Carte Rouge,321.71,0.3,1.0
CP_Credit,ChinaPay,329.29,1.4,4.6
VIZA_Debit,VIZA,94.87,0.6,0.6
Carte_Rouge_Magnifique,Carte Rouge,183.0,0.3,0.5
Carte_Rouge_Magnifique,Carte Rouge,26.9,0.3,0.1
Carte_Rouge_Magnifique,Carte Rouge,408.46,0.3,1.2
VIZA_Debit,VIZA,82.16,0.6,0.5
Viza_Super,VIZA,197.46,2.0,3.9
Viza_Pay,VIZA,151.69,0.2,0.3
Carte_Rouge_Unique,Carte Rouge,209.74,0.9,1.9
CP_QR,ChinaPay,231.05,2.0,4.6
CP_Debit,ChinaPay,598.1,0.45,2.7
CP_Credit,ChinaPay,697.77,1.2,8.4
MK_Debit,Masterkard,163.43,0.4,0.7
Viza_Pay,VIZA,517.56,0.2,1.0
MK_Debit,Masterkard,210.52,0.4,0.8
MK_Debit,Masterkard,17.64,0.4,0.1
Carte_Rouge_Magnifique,Carte Rouge,478.96,0.3,1.4
Carte_Rouge_Magnifique,Carte Rouge,116.76,0.3,0.4
Viza_Pay,VIZA,88.33,0.2,0.2
CP_QR,ChinaPay,133.1,2.0,2.7
MK_Debit,Masterkard,74.43,0.5,0.4
MK_Student,Masterkard,54.03,0.8,0.4
Viza_Pay,VIZA,107.5,0.2,0.2
CP_Debit,ChinaPay,137.05,0.45,0.6
MK_Debit,Masterkard,94.91,0.4,0.4
MK_Debit,Masterkard,100.71,0.5,0.5
Viza_Pay,VIZA,95.17,0.2,0.2
CP_QR,ChinaPay,339.64,2.0,6.8
VIZA_Debit,VIZA,71.33,0.8,0.6
Carte_Rouge_Unique,Carte Rouge,315.09,0.9,2.8
Viza_Pay,VIZA,441.79,0.2,0.9
CP_Credit,ChinaPay,146.43,1.2,1.8
CP_Debit,ChinaPay,139.76,0.6,0.8
CP_Debit,ChinaPay,46.82,0.45,0.2
Carte_Rouge_Magnifique,Carte Rouge,353.64,0.3,1.1
MK_Credit,Masterkard,124.02,1.4,1.7
Viza_Pay,VIZA,47.64,0.2,0.1
Carte_Rouge_Unique,Carte Rouge,337.83,0.9,3.0
Carte_Rouge_Unique,Carte Rouge,232.71,0.9,2.1
CP_Credit,ChinaPay,275.96,1.2,3.3
Mastro,Masterkard,472.58,0.2,0.9
Carte_Rouge_Unique,Carte Rouge,184.53,0.9,1.7
MK_Credit,Masterkard,252.14,1.5,3.8
MK_Debit,Masterkard,75.26,0.5,0.4
CP_Debit,ChinaPay,120.96,0.45,0.5
Viza_Credit,VIZA,351.38,0.6,2.1
MK_Student,Masterkard,496.75,0.8,4.0
Carte_Rouge_Magnifique,Carte Rouge,236.3,0.3,0.7
CP_Credit,ChinaPay,206.71,1.4,2.9
Viza_Super,VIZA,66.6,2.0,1.3
Mastro,Masterkard,33.52,0.2,0.1
Viza_Super,VIZA,296.19,2.3,6.8
MK_Student,Masterkard,73.65,0.6,0.4
MK_Credit,Masterkard,102.77,1.4,1.4
Carte_Rouge_Unique,Carte Rouge,14.77,0.9,0.1
MK_Debit,Masterkard,210.43,0.4,0.8
Carte_Rouge_Magnifique,Carte Rouge,105.53,0.3,0.3
CP_QR,ChinaPay,43.16,2.0,0.9
Viza_Credit,VIZA,166.48,1.3,2.2
Carte_Rouge_Unique,Carte Rouge,33.75,0.9,0.3
VIZA_Debit,VIZA,509.18,0.8,4.1
MK_Debit,Masterkard,36.74,0.4,0.1
MK_Credit,Masterkard,64.72,1.2,0.8
CP_Credit,ChinaPay,206.91,1.4,2.9
Carte_Rouge_Unique,Carte Rouge,44.13,0.9,0.4
CP_Credit,ChinaPay,282.25,1.2,3.4
VIZA_Debit,VIZA,46.06,0.8,0.4
Carte_Rouge_Magnifique,Carte Rouge,565.35,0.3,1.7
MK_Credit,Masterkard,386.35,1.2,4.6
CP_QR,ChinaPay,172.15,2.0,3.4
Viza_Credit,VIZA,309.64,0.9,2.8
MK_Credit,Masterkard,153.37,1.4,2.1
MK_Student,Masterkard,445.26,0.8,3.6
Viza_Super,VIZA,251.25,2.0,5.0
Viza_Credit,VIZA,140.92,0.6,0.8
MK_Student,Masterkard,496.54,0.8,4.0
Viza_Super,VIZA,267.5,2.0,5.4
Viza_Super,VIZA,347.95,2.3,8.0
Viza_Pay,VIZA,84.49,0.2,0.2
VIZA_Debit,VIZA,4.58,0.8,0.0
Carte_Rouge_Magnifique,Carte Rouge,369.66,0.3,1.1
MK_Debit,Masterkard,225.72,0.4,0.9
VIZA_Debit,VIZA,170.63,0.8,1.4
CP_QR,ChinaPay,208.43,2.0,4.2
MK_Credit,Masterkard,306.49,1.4,4.3
CP_QR,ChinaPay,33.24,2.0,0.7
Carte_Rouge_Magnifique,Carte Rouge,93.69,0.3,0.3
MK_Student,Masterkard,17.33,0.8,0.1
CP_QR,ChinaPay,248.45,2.0,5.0
MK_Credit,Masterkard,41.77,1.2,0.5
Viza_Credit,VIZA,409.17,0.6,2.5
Viza_Credit,VIZA,208.69,1.3,2.7
MK_Student,Masterkard,475.68,0.8,3.8
Viza_Pay,VIZA,297.53,0.2,0.6
CP_QR,ChinaPay,769.58,2.0,15.4
CP_Debit,ChinaPay,159.3,0.45,0.7
Viza_Pay,VIZA,77.63,0.2,0.2
Mastro,Masterkard,280.26,0.2,0.6
MK_Student,Masterkard,173.26,0.8,1.4
VIZA_Debit,VIZA,408.74,0.8,3.3
Carte_Rouge_Magnifique,Carte Rouge,73.55,0.3,0.2
CP_QR,ChinaPay,24.02,2.0,0.5
Viza_Super,VIZA,58.97,2.3,1.4
CP_QR,ChinaPay,1.72,2.0,0.0
Carte_Rouge_Magnifique,Carte Rouge,234.71,0.3,0.7
Carte_Rouge_Magnifique,Carte Rouge,119.05,0.3,0.4
CP_Credit,ChinaPay,24.52,1.2,0.3
VIZA_Debit,VIZA,69.14,0.6,0.4
CP_QR,ChinaPay,98.68,2.0,2.0
MK_Debit,Masterkard,123.03,0.5,0.6
MK_Student,Masterkard,137.28,0.6,0.8
CP_QR,ChinaPay,181.62,2.0,3.6
CP_QR,ChinaPay,36.15,2.0,0.7
CP_Debit,ChinaPay,99.73,0.6,0.6
MK_Student,Masterkard,49.62,0.8,0.4
Viza_Pay,VIZA,29.27,0.2,0.1
CP_Debit,ChinaPay,333.05,0.45,1.5
Viza_Pay,VIZA,153.47,0.2,0.3
Viza_Pay,VIZA,294.43,0.2,0.6
VIZA_Debit,VIZA,210.66,0.6,1.3
MK_Student,Masterkard,67.27,0.8,0.5
Viza_Credit,VIZA,248.23,0.9,2.2
Carte_Rouge_Unique,Carte Rouge,147.86,0.9,1.3
CP_Credit,ChinaPay,59.74,1.2,0.7
Carte_Rouge_Unique,Carte Rouge,387.93,0.9,3.5
Carte_Rouge_Unique,Carte Rouge,270.08,0.9,2.4
Carte_Rouge_Magnifique,Carte Rouge,91.88,0.3,0.3
Viza_Pay,VIZA,189.31,0.2,0.4
MK_Student,Masterkard,412.18,0.8,3.3
Viza_Credit,VIZA,13.23,0.9,0.1
MK_Debit,Masterkard,264.6,0.4,1.1
CP_Debit,ChinaPay,269.24,0.45,1.2
MK_Debit,Masterkard,231.54,0.4,0.9
Carte_Rouge_Magnifique,Carte Rouge,108.04,0.3,0.3
MK_Student,Masterkard,293.22,0.8,2.3
CP_Debit,ChinaPay,115.42,0.45,0.5
Viza_Credit,VIZA,116.76,0.6,0.7
Viza_Credit,VIZA,305.4,1.3,4.0
CP_QR,ChinaPay,174.21,2.0,3.5
CP_QR,ChinaPay,181.23,2.0,3.6
Viza_Credit,VIZA,160.28,0.9,1.4
Carte_Rouge_Magnifique,Carte Rouge,130.32,0.3,0.4
CP_QR,ChinaPay,156.23,2.0,3.1
MK_Student,Masterkard,220.24,0.6,1.3
Viza_Credit,VIZA,166.83,1.3,2.2
MK_Debit,Masterkard,211.15,0.5,1.1
Viza_Credit,VIZA,199.28,0.9,1.8
Viza_Pay,VIZA,512.25,0.2,1.0
MK_Credit,Masterkard,65.07,1.2,0.8
Viza_Pay,VIZA,11.04,0.2,0.0
Mastro,Masterkard,308.56,0.2,0.6
Viza_Credit,VIZA,204.0,0.6,1.2
Mastro,Masterkard,443.65,0.2,0.9
Viza_Pay,VIZA,126.95,0.2,0.3
MK_Student,Masterkard,333.65,0.8,2.7
Carte_Rouge_Unique,Carte Rouge,82.34,0.9,0.7
CP_QR,ChinaPay,168.76,2.0,3.4
MK_Debit,Masterkard,333.74,0.4,1.3
Mastro,Masterkard,126.71,0.2,0.3
Mastro,Masterkard,240.4,0.2,0.5
Viza_Pay,VIZA,121.27,0.2,0.2
Carte_Rouge_Magnifique,Carte Rouge,302.18,0.3,0.9
VIZA_Debit,VIZA,101.65,0.8,0.8
MK_Credit,Masterkard,60.68,1.2,0.7
CP_QR,ChinaPay,283.55,2.0,5.7
MK_Debit,Masterkard,240.46,0.4,1.0
Viza_Credit,VIZA,65.53,0.9,0.6
CP_Debit,ChinaPay,123.68,0.6,0.7
CP_Credit,ChinaPay,95.85,1.4,1.3
Mastro,Masterkard,398.84,0.2,0.8
CP_QR,ChinaPay,6.03,2.0,0.1
Carte_Rouge_Unique,Carte Rouge,451.9,0.9,4.1
CP_Credit,ChinaPay,252.02,1.4,3.5
VIZA_Debit,VIZA,68.91,0.8,0.6
Mastro,Masterkard,14.92,0.2,0.0
VIZA_Debit,VIZA,867.39,0.8,6.9
Viza_Credit,VIZA,143.06,0.6,0.9
Viza_Credit,VIZA,130.78,0.6,0.8
Viza_Super,VIZA,288.15,2.3,6.6
MK_Student,Masterkard,355.91,0.8,2.8
CP_Credit,ChinaPay,85.34,1.4,1.2
Carte_Rouge_Unique,Carte Rouge,73.77,0.9,0.7
Viza_Super,VIZA,149.06,2.0,3.0
Mastro,Masterkard,15.62,0.2,0.0
CP_QR,ChinaPay,196.03,2.0,3.9
CP_QR,ChinaPay,439.46,2.0,8.8
Mastro,Masterkard,57.49,0.2,0.1
CP_Credit,ChinaPay,98.21,1.4,1.4
VIZA_Debit,VIZA,641.65,0.6,3.8
CP_QR,ChinaPay,125.32,2.0,2.5
Carte_Rouge_Unique,Carte Rouge,52.46,0.9,0.5
Carte_Rouge_Unique,Carte Rouge,329.43,0.9,3.0
MK_Credit,Masterkard,408.17,1.4,5.7
Viza_Super,VIZA,288.71,2.3,6.6
Mastro,Masterkard,116.23,0.2,0.2
CP_Credit,ChinaPay,297.87,1.4,4.2
CP_Credit,ChinaPay,189.77,1.4,2.7
CP_Credit,ChinaPay,318.26,1.4,4.5
CP_Credit,ChinaPay,368.82,1.4,5.2
CP_QR,ChinaPay,19.18,2.0,0.4
MK_Student,Masterkard,260.31,0.6,1.6
VIZA_Debit,VIZA,618.79,0.8,5.0
CP_Debit,ChinaPay,68.49,0.6,0.4
Viza_Credit,VIZA,283.79,1.3,3.7
Viza_Credit,VIZA,180.85,0.6,1.1
MK_Debit,Masterkard,350.73,0.4,1.4
MK_Debit,Masterkard,28.35,0.5,0.1
CP_Debit,ChinaPay,41.53,0.45,0.2
CP_Debit,ChinaPay,9.14,0.6,0.1
CP_Credit,ChinaPay,345.73,1.2,4.1
Mastro,Masterkard,80.59,0.2,0.2
MK_Debit,Masterkard,45.22,0.4,0.2
Carte_Rouge_Unique,Carte Rouge,491.76,0.9,4.4
CP_Credit,ChinaPay,74.53,1.4,1.0
MK_Student,Masterkard,71.19,0.6,0.4
CP_Credit,ChinaPay,374.4,1.2,4.5
Viza_Super,VIZA,170.7,2.3,3.9
Viza_Credit,VIZA,442.64,1.3,5.8
CP_QR,ChinaPay,97.02,2.0,1.9
MK_Student,Masterkard,122.19,0.6,0.7
MK_Debit,Masterkard,208.58,0.5,1.0
MK_Debit,Masterkard,45.97,0.4,0.2
CP_Credit,ChinaPay,75.38,1.2,0.9
MK_Credit,Masterkard,604.23,1.2,7.3
Mastro,Masterkard,85.36,0.2,0.2
CP_Debit,ChinaPay,197.99,0.45,0.9
MK_Debit,Masterkard,221.26,0.5,1.1
Carte_Rouge_Magnifique,Carte Rouge,307.65,0.3,0.9
CP_Debit,ChinaPay,271.77,0.45,1.2
CP_QR,ChinaPay,111.6,2.0,2.2
Viza_Pay,VIZA,318.48,0.2,0.6
VIZA_Debit,VIZA,123.12,0.6,0.7
Viza_Super,VIZA,170.65,2.0,3.4
CP_QR,ChinaPay,75.41,2.0,1.5
MK_Student,Masterkard,165.91,0.8,1.3
CP_Credit,ChinaPay,89.34,1.2,1.1
